dataset_file,column_name,data_type,null_count,null_pct,sample_value
transactions.csv,V53,float64,77257,13.08%,0.0
transactions.csv,V54,float64,77257,13.08%,0.0
transactions.csv,V55,float64,77257,13.08%,1.0
transactions.csv,V56,float64,77257,13.08%,1.0
transactions.csv,V57,float64,77257,13.08%,0.0
transactions.csv,V58,float64,77257,13.08%,0.0
transactions.csv,V59,float64,77257,13.08%,0.0
transactions.csv,V60,float64,77257,13.08%,0.0
transactions.csv,V61,float64,77257,13.08%,0.0
transactions.csv,V62,float64,77257,13.08%,0.0
transactions.csv,V63,float64,77257,13.08%,0.0
transactions.csv,V64,float64,77257,13.08%,0.0
transactions.csv,V65,float64,77257,13.08%,1.0
transactions.csv,V66,float64,77257,13.08%,0.0
transactions.csv,V67,float64,77257,13.08%,0.0
transactions.csv,V68,float64,77257,13.08%,0.0
transactions.csv,V69,float64,77257,13.08%,0.0
transactions.csv,V70,float64,77257,13.08%,0.0
transactions.csv,V71,float64,77257,13.08%,0.0
transactions.csv,V72,float64,77257,13.08%,0.0
transactions.csv,V73,float64,77257,13.08%,0.0
transactions.csv,V74,float64,77257,13.08%,0.0
transactions.csv,V75,float64,89320,15.12%,0.0
transactions.csv,V76,float64,89320,15.12%,0.0
transactions.csv,V77,float64,89320,15.12%,1.0
transactions.csv,V78,float64,89320,15.12%,1.0
transactions.csv,V79,float64,89320,15.12%,0.0
transactions.csv,V80,float64,89320,15.12%,0.0
transactions.csv,V81,float64,89320,15.12%,0.0
transactions.csv,V82,float64,89320,15.12%,0.0
transactions.csv,V83,float64,89320,15.12%,0.0
transactions.csv,V84,float64,89320,15.12%,0.0
transactions.csv,V85,float64,89320,15.12%,0.0
transactions.csv,V86,float64,89320,15.12%,1.0
transactions.csv,V87,float64,89320,15.12%,1.0
transactions.csv,V88,float64,89320,15.12%,1.0
transactions.csv,V89,float64,89320,15.12%,0.0
transactions.csv,V90,float64,89320,15.12%,1.0
transactions.csv,V91,float64,89320,15.12%,1.0
transactions.csv,V92,float64,89320,15.12%,0.0
transactions.csv,V93,float64,89320,15.12%,0.0
transactions.csv,V94,float64,89320,15.12%,0.0
transactions.csv,V95,float64,314,0.05%,0.0
transactions.csv,V96,float64,314,0.05%,0.0
transactions.csv,V97,float64,314,0.05%,0.0
transactions.csv,V98,float64,314,0.05%,0.0
transactions.csv,V99,float64,314,0.05%,0.0
transactions.csv,V100,float64,314,0.05%,0.0
transactions.csv,V101,float64,314,0.05%,0.0
transactions.csv,V102,float64,314,0.05%,0.0
transactions.csv,V103,float64,314,0.05%,0.0
transactions.csv,V104,float64,314,0.05%,0.0
transactions.csv,V105,float64,314,0.05%,0.0
transactions.csv,V106,float64,314,0.05%,0.0
transactions.csv,V107,float64,314,0.05%,1.0
transactions.csv,V108,float64,314,0.05%,1.0
transactions.csv,V109,float64,314,0.05%,1.0
transactions.csv,V110,float64,314,0.05%,1.0
transactions.csv,V111,float64,314,0.05%,1.0
transactions.csv,V112,float64,314,0.05%,1.0
transactions.csv,V113,float64,314,0.05%,1.0
transactions.csv,V114,float64,314,0.05%,1.0
transactions.csv,V115,float64,314,0.05%,1.0
transactions.csv,V116,float64,314,0.05%,1.0
transactions.csv,V117,float64,314,0.05%,1.0
transactions.csv,V118,float64,314,0.05%,1.0
transactions.csv,V119,float64,314,0.05%,1.0
transactions.csv,V120,float64,314,0.05%,1.0
transactions.csv,V121,float64,314,0.05%,1.0
transactions.csv,V122,float64,314,0.05%,1.0
transactions.csv,V123,float64,314,0.05%,1.0
transactions.csv,V124,float64,314,0.05%,1.0
transactions.csv,V125,float64,314,0.05%,1.0
transactions.csv,V126,float64,314,0.05%,0.0
transactions.csv,V127,float64,314,0.05%,0.0
transactions.csv,V128,float64,314,0.05%,0.0
transactions.csv,V129,float64,314,0.05%,0.0
transactions.csv,V130,float64,314,0.05%,0.0
transactions.csv,V131,float64,314,0.05%,0.0
transactions.csv,V132,float64,314,0.05%,0.0
transactions.csv,V133,float64,314,0.05%,0.0
transactions.csv,V134,float64,314,0.05%,0.0
transactions.csv,V135,float64,314,0.05%,0.0
transactions.csv,V136,float64,314,0.05%,0.0
transactions.csv,V137,float64,314,0.05%,0.0
transactions.csv,V138,float64,508631,86.1%,0.0
transactions.csv,V139,float64,508631,86.1%,0.0
transactions.csv,V140,float64,508631,86.1%,0.0
transactions.csv,V141,float64,508631,86.1%,0.0
transactions.csv,V142,float64,508631,86.1%,0.0
transactions.csv,V143,float64,508625,86.1%,12.0
transactions.csv,V144,float64,508625,86.1%,16.0
transactions.csv,V145,float64,508625,86.1%,132.0
transactions.csv,V146,float64,508631,86.1%,0.0
transactions.csv,V147,float64,508631,86.1%,0.0
transactions.csv,V148,float64,508631,86.1%,0.0
transactions.csv,V149,float64,508631,86.1%,0.0
transactions.csv,V150,float64,508625,86.1%,1843.0
transactions.csv,V151,float64,508625,86.1%,43.0
transactions.csv,V152,float64,508625,86.1%,64.0
transactions.csv,V153,float64,508631,86.1%,0.0
transactions.csv,V154,float64,508631,86.1%,0.0
transactions.csv,V155,float64,508631,86.1%,0.0
transactions.csv,V156,float64,508631,86.1%,0.0
transactions.csv,V157,float64,508631,86.1%,0.0
transactions.csv,V158,float64,508631,86.1%,0.0
transactions.csv,V159,float64,508625,86.1%,17051.990234375
transactions.csv,V160,float64,508625,86.1%,204810.75
transactions.csv,V161,float64,508631,86.1%,0.0
transactions.csv,V162,float64,508631,86.1%,0.0
transactions.csv,V163,float64,508631,86.1%,0.0
transactions.csv,V164,float64,508625,86.1%,885.0
transactions.csv,V165,float64,508625,86.1%,6115.0
transactions.csv,V166,float64,508625,86.1%,1645.0
transactions.csv,V167,float64,450930,76.33%,0.0
transactions.csv,V168,float64,450930,76.33%,0.0
transactions.csv,V169,float64,450742,76.3%,0.0
transactions.csv,V170,float64,450742,76.3%,1.0
transactions.csv,V171,float64,450742,76.3%,1.0
transactions.csv,V172,float64,450930,76.33%,0.0
transactions.csv,V173,float64,450930,76.33%,0.0
transactions.csv,V174,float64,450742,76.3%,0.0
transactions.csv,V175,float64,450742,76.3%,0.0
transactions.csv,V176,float64,450930,76.33%,1.0
transactions.csv,V177,float64,450930,76.33%,0.0
transactions.csv,V178,float64,450930,76.33%,0.0
transactions.csv,V179,float64,450930,76.33%,0.0
transactions.csv,V180,float64,450742,76.3%,0.0
transactions.csv,V181,float64,450930,76.33%,0.0
transactions.csv,V182,float64,450930,76.33%,0.0
transactions.csv,V183,float64,450930,76.33%,0.0
transactions.csv,V184,float64,450742,76.3%,0.0
transactions.csv,V185,float64,450742,76.3%,0.0
transactions.csv,V186,float64,450930,76.33%,1.0
transactions.csv,V187,float64,450930,76.33%,1.0
transactions.csv,V188,float64,450742,76.3%,1.0
transactions.csv,V189,float64,450742,76.3%,1.0
transactions.csv,V190,float64,450930,76.33%,1.0
transactions.csv,V191,float64,450930,76.33%,1.0
transactions.csv,V192,float64,450930,76.33%,1.0
transactions.csv,V193,float64,450930,76.33%,1.0
transactions.csv,V194,float64,450742,76.3%,1.0
transactions.csv,V195,float64,450742,76.3%,1.0
transactions.csv,V196,float64,450930,76.33%,1.0
transactions.csv,V197,float64,450742,76.3%,1.0
transactions.csv,V198,float64,450742,76.3%,1.0
transactions.csv,V199,float64,450930,76.33%,1.0
transactions.csv,V200,float64,450742,76.3%,1.0
transactions.csv,V201,float64,450742,76.3%,1.0
transactions.csv,V202,float64,450930,76.33%,0.0
transactions.csv,V203,float64,450930,76.33%,0.0
transactions.csv,V204,float64,450930,76.33%,0.0
transactions.csv,V205,float64,450930,76.33%,0.0
transactions.csv,V206,float64,450930,76.33%,0.0
transactions.csv,V207,float64,450930,76.33%,0.0
transactions.csv,V208,float64,450742,76.3%,0.0
transactions.csv,V209,float64,450742,76.3%,0.0
transactions.csv,V210,float64,450742,76.3%,0.0
transactions.csv,V211,float64,450930,76.33%,0.0
transactions.csv,V212,float64,450930,76.33%,0.0
transactions.csv,V213,float64,450930,76.33%,0.0
transactions.csv,V214,float64,450930,76.33%,0.0
transactions.csv,V215,float64,450930,76.33%,0.0
transactions.csv,V216,float64,450930,76.33%,0.0
transactions.csv,V217,float64,460128,77.89%,0.0
transactions.csv,V218,float64,460128,77.89%,0.0
transactions.csv,V219,float64,460128,77.89%,0.0
transactions.csv,V220,float64,449131,76.03%,0.0
transactions.csv,V221,float64,449131,76.03%,1.0
transactions.csv,V222,float64,449131,76.03%,1.0
transactions.csv,V223,float64,460128,77.89%,0.0
transactions.csv,V224,float64,460128,77.89%,0.0
transactions.csv,V225,float64,460128,77.89%,0.0
transactions.csv,V226,float64,460128,77.89%,0.0
transactions.csv,V227,float64,449131,76.03%,0.0
transactions.csv,V228,float64,460128,77.89%,1.0
transactions.csv,V229,float64,460128,77.89%,1.0
transactions.csv,V230,float64,460128,77.89%,1.0
transactions.csv,V231,float64,460128,77.89%,0.0
transactions.csv,V232,float64,460128,77.89%,0.0
transactions.csv,V233,float64,460128,77.89%,0.0
transactions.csv,V234,float64,449131,76.03%,0.0
transactions.csv,V235,float64,460128,77.89%,0.0
transactions.csv,V236,float64,460128,77.89%,0.0
transactions.csv,V237,float64,460128,77.89%,0.0
transactions.csv,V238,float64,449131,76.03%,0.0
transactions.csv,V239,float64,449131,76.03%,0.0
transactions.csv,V240,float64,460128,77.89%,1.0
transactions.csv,V241,float64,460128,77.89%,1.0
transactions.csv,V242,float64,460128,77.89%,1.0
transactions.csv,V243,float64,460128,77.89%,1.0
transactions.csv,V244,float64,460128,77.89%,1.0
transactions.csv,V245,float64,449131,76.03%,1.0
transactions.csv,V246,float64,460128,77.89%,1.0
transactions.csv,V247,float64,460128,77.89%,1.0
transactions.csv,V248,float64,460128,77.89%,1.0
transactions.csv,V249,float64,460128,77.89%,1.0
transactions.csv,V250,float64,449131,76.03%,1.0
transactions.csv,V251,float64,449131,76.03%,1.0
transactions.csv,V252,float64,460128,77.89%,1.0
transactions.csv,V253,float64,460128,77.89%,1.0
transactions.csv,V254,float64,460128,77.89%,1.0
transactions.csv,V255,float64,449131,76.03%,1.0
transactions.csv,V256,float64,449131,76.03%,1.0
transactions.csv,V257,float64,460128,77.89%,1.0
transactions.csv,V258,float64,460128,77.89%,1.0
transactions.csv,V259,float64,449131,76.03%,1.0
transactions.csv,V260,float64,460128,77.89%,1.0
transactions.csv,V261,float64,460128,77.89%,1.0
transactions.csv,V262,float64,460128,77.89%,1.0
transactions.csv,V263,float64,460128,77.89%,0.0
transactions.csv,V264,float64,460128,77.89%,0.0
transactions.csv,V265,float64,460128,77.89%,0.0
transactions.csv,V266,float64,460128,77.89%,0.0
transactions.csv,V267,float64,460128,77.89%,0.0
transactions.csv,V268,float64,460128,77.89%,0.0
transactions.csv,V269,float64,460128,77.89%,0.0
transactions.csv,V270,float64,449131,76.03%,0.0
transactions.csv,V271,float64,449131,76.03%,0.0
transactions.csv,V272,float64,449131,76.03%,0.0
transactions.csv,V273,float64,460128,77.89%,0.0
transactions.csv,V274,float64,460128,77.89%,0.0
transactions.csv,V275,float64,460128,77.89%,0.0
transactions.csv,V276,float64,460128,77.89%,0.0
transactions.csv,V277,float64,460128,77.89%,0.0
transactions.csv,V278,float64,460128,77.89%,0.0
transactions.csv,V279,float64,12,0.0%,0.0
transactions.csv,V280,float64,12,0.0%,0.0
transactions.csv,V281,float64,1269,0.21%,0.0
transactions.csv,V282,float64,1269,0.21%,1.0
transactions.csv,V283,float64,1269,0.21%,1.0
transactions.csv,V284,float64,12,0.0%,0.0
transactions.csv,V285,float64,12,0.0%,0.0
transactions.csv,V286,float64,12,0.0%,0.0
transactions.csv,V287,float64,12,0.0%,0.0
transactions.csv,V288,float64,1269,0.21%,0.0
transactions.csv,V289,float64,1269,0.21%,0.0
transactions.csv,V290,float64,12,0.0%,1.0
transactions.csv,V291,float64,12,0.0%,1.0
transactions.csv,V292,float64,12,0.0%,1.0
transactions.csv,V293,float64,12,0.0%,0.0
transactions.csv,V294,float64,12,0.0%,0.0
transactions.csv,V295,float64,12,0.0%,0.0
transactions.csv,V296,float64,1269,0.21%,0.0
transactions.csv,V297,float64,12,0.0%,0.0
transactions.csv,V298,float64,12,0.0%,0.0
transactions.csv,V299,float64,12,0.0%,0.0
transactions.csv,V300,float64,1269,0.21%,0.0
transactions.csv,V301,float64,1269,0.21%,0.0
transactions.csv,V302,float64,12,0.0%,1.0
transactions.csv,V303,float64,12,0.0%,1.0
transactions.csv,V304,float64,12,0.0%,1.0
transactions.csv,V305,float64,12,0.0%,1.0
transactions.csv,V306,float64,12,0.0%,0.0
transactions.csv,V307,float64,12,0.0%,0.0
transactions.csv,V308,float64,12,0.0%,0.0
transactions.csv,V309,float64,12,0.0%,0.0
transactions.csv,V310,float64,12,0.0%,0.0
transactions.csv,V311,float64,12,0.0%,0.0
transactions.csv,V312,float64,12,0.0%,0.0
transactions.csv,V313,float64,1269,0.21%,0.0
transactions.csv,V314,float64,1269,0.21%,0.0
transactions.csv,V315,float64,1269,0.21%,0.0
transactions.csv,V316,float64,12,0.0%,0.0
transactions.csv,V317,float64,12,0.0%,0.0
transactions.csv,V318,float64,12,0.0%,0.0
transactions.csv,V319,float64,12,0.0%,0.0
transactions.csv,V320,float64,12,0.0%,0.0
transactions.csv,V321,float64,12,0.0%,0.0
transactions.csv,V322,float64,508225,86.03%,0.0
transactions.csv,V323,float64,508225,86.03%,0.0
transactions.csv,V324,float64,508225,86.03%,0.0
transactions.csv,V325,float64,508225,86.03%,0.0
transactions.csv,V326,float64,508225,86.03%,0.0
transactions.csv,V327,float64,508225,86.03%,0.0
transactions.csv,V328,float64,508225,86.03%,0.0
transactions.csv,V329,float64,508225,86.03%,0.0
transactions.csv,V330,float64,508225,86.03%,0.0
transactions.csv,V331,float64,508225,86.03%,0.0
transactions.csv,V332,float64,508225,86.03%,0.0
transactions.csv,V333,float64,508225,86.03%,0.0
transactions.csv,V334,float64,508225,86.03%,0.0
transactions.csv,V335,float64,508225,86.03%,0.0
transactions.csv,V336,float64,508225,86.03%,0.0
transactions.csv,V337,float64,508225,86.03%,0.0
transactions.csv,V338,float64,508225,86.03%,0.0
transactions.csv,V339,float64,508225,86.03%,0.0
transactions.csv,customer_id,str,0,0.0%,C06075
transactions.csv,ts,str,0,0.0%,2016-07-02 00:02:21
transactions.csv,channel,str,0,0.0%,online
transactions.csv,risk_score,float64,0,0.0%,0.25
identity.csv,TransactionID,int64,0,0.0%,3005755
identity.csv,id_01,float64,3,0.0%,0.0
identity.csv,id_02,float64,3379,2.34%,70787.0
identity.csv,id_03,float64,78027,54.02%,nan
identity.csv,id_04,float64,78027,54.02%,nan
identity.csv,id_05,float64,7390,5.12%,nan
identity.csv,id_06,float64,7390,5.12%,nan
identity.csv,id_07,float64,139271,96.43%,nan
identity.csv,id_08,float64,139271,96.43%,nan
identity.csv,id_09,float64,69412,48.06%,nan
identity.csv,id_10,float64,69412,48.06%,nan
identity.csv,id_11,float64,3273,2.27%,100.0
identity.csv,id_12,str,0,0.0%,NotFound
identity.csv,id_13,float64,16970,11.75%,nan
identity.csv,id_14,float64,64245,44.48%,-480.0
identity.csv,id_15,str,3252,2.25%,New
identity.csv,id_16,str,14923,10.33%,NotFound
identity.csv,id_17,float64,4882,3.38%,166.0
identity.csv,id_18,float64,99258,68.72%,nan
identity.csv,id_19,float64,4933,3.42%,542.0
identity.csv,id_20,float64,4976,3.45%,144.0
identity.csv,id_21,float64,139267,96.42%,nan
identity.csv,id_22,float64,139257,96.42%,nan
identity.csv,id_23,str,139144,96.34%,nan
identity.csv,id_24,float64,139679,96.71%,nan
identity.csv,id_25,float64,139294,96.44%,nan
identity.csv,id_26,float64,139263,96.42%,nan
identity.csv,id_27,str,139257,96.42%,nan
identity.csv,id_28,str,3273,2.27%,New
identity.csv,id_29,str,3273,2.27%,NotFound
identity.csv,id_30,str,66693,46.18%,Android 7.0
identity.csv,id_31,str,3955,2.74%,samsung browser 6.2
identity.csv,id_32,float64,66703,46.18%,32.0
identity.csv,id_33,str,70972,49.14%,2220x1080
identity.csv,id_34,str,66484,46.03%,match_status:2
identity.csv,id_35,str,3266,2.26%,T
identity.csv,id_36,str,3266,2.26%,F
identity.csv,id_37,str,3266,2.26%,T
identity.csv,id_38,str,3266,2.26%,T
identity.csv,DeviceType,str,3427,2.37%,mobile
identity.csv,DeviceInfo,str,25580,17.71%,SAMSUNG SM-G892A Build/NRD90M
closed_cases_history.csv,case_id,str,0,0.0%,CC-0001
closed_cases_history.csv,customer_id,str,0,0.0%,C00259
closed_cases_history.csv,card_id,str,0,0.0%,C00259-K1
closed_cases_history.csv,opened_at,str,0,0.0%,2016-07-02 07:17:26
closed_cases_history.csv,closed_at,str,0,0.0%,2016-07-06 01:17:26
closed_cases_history.csv,outcome,str,0,0.0%,confirmed_fraud
closed_cases_history.csv,pattern,str,0,0.0%,card_not_present_fraud
closed_cases_history.csv,first_fraud_txn_id,float64,900,16.17%,3000120.0
closed_cases_history.csv,txn_ids,str,0,0.0%,3000120
closed_cases_history.csv,n_txns,int64,0,0.0%,1
closed_cases_history.csv,exposure_usd,float64,0,0.0%,155.43
closed_cases_history.csv,connected_card_ids,float64,5561,99.93%,nan
closed_cases_history.csv,actions_taken,str,0,0.0%,CREATE_CASE|BLOCK_CARD
closed_cases_history.csv,report_filed,str,0,0.0%,No
closed_cases_history.csv,analyst_notes,str,0,0.0%,Case CC-0001: cardholder C00259 reported unrecognized activity on card C00259-K1. 1 transaction(s) b
case_pack.csv,case_id,str,0,0.0%,HHG-001
case_pack.csv,opened_at,str,0,0.0%,2016-12-05 01:55:28
case_pack.csv,trigger_type,str,0,0.0%,risk_score
case_pack.csv,trigger_text,str,0,0.0%,"Real-time model scored transaction 3514030 ($77.07, in billing region 444.0) at 0.61. Review and dec"
case_pack.csv,flagged_txn_id,int64,0,0.0%,3514030
case_pack.csv,card_id,str,0,0.0%,C12382-K1
case_pack.csv,customer_id,str,0,0.0%,C12382
case_pack.csv,risk_score,float64,9,45.0%,0.61
